,Dtype,sample_data_1,sample_data_2,sample_data_3,sample_data_4,sample_data_5,max,min,mean,std,median,Correlation with price_doc,top_corr_1,top_corr_2,top_corr_3,top_corr_4,top_corr_5,missing_values_count,missing_values_percentage,Drop it,Importance_level,Comment
timestamp_2012-04-03,,,,,,,,,,,,,sub_area_Kuncevo,sub_area_Levoberezhnoe,sub_area_Teplyj Stan,ekder_male,ekder_all,0.0,0.0,0,1, 
timestamp_2012-04-04,,,,,,,,,,,,,sub_area_Sokol'niki,sub_area_Kosino-Uhtomskoe,hospital_beds_raion,sub_area_Ljublino,build_count_1921-1945,0.0,0.0,0,1, 
timestamp_2012-04-05,,,,,,,,,,,,,sub_area_Timirjazevskoe,sub_area_Novogireevo,sub_area_Perovo,oil_chemistry_raion_yes,sub_area_Mar'ino,0.0,0.0,0,1, 
timestamp_2012-04-06,,,,,,,,,,,,,sub_area_Meshhanskoe,sub_area_Marfino,sub_area_Staroe Krjukovo,sub_area_Ajeroport,sub_area_Vojkovskoe,0.0,0.0,0,1, 
timestamp_2012-04-07,,,,,,,,,,,,,sub_area_Fili Davydkovo,sub_area_Hamovniki,sub_area_Zjablikovo,sub_area_Kotlovka,ecology_satisfactory,0.0,0.0,0,1, 
timestamp_2012-04-09,,,,,,,,,,,,,sub_area_Severnoe Butovo,sub_area_Gagarinskoe,sub_area_Marfino,sub_area_Zjablikovo,sub_area_Novokosino,0.0,0.0,0,1, 
timestamp_2012-04-10,,,,,,,,,,,,,sub_area_Rostokino,sub_area_Sokol,sub_area_Hamovniki,leisure_count_500,sub_area_Lefortovo,0.0,0.0,0,1, 
timestamp_2012-04-11,,,,,,,,,,,,,sub_area_Altuf'evskoe,radiation_raion_yes,sub_area_Lomonosovskoe,mosque_count_500,sub_area_Preobrazhenskoe,0.0,0.0,0,1, 
timestamp_2012-04-12,,,,,,,,,,,,,sub_area_Birjulevo Zapadnoe,sub_area_Lianozovo,sub_area_Fili Davydkovo,sub_area_Severnoe Izmajlovo,sub_area_Losinoostrovskoe,0.0,0.0,0,1, 
timestamp_2012-04-13,,,,,,,,,,,,,sub_area_Jakimanka,sub_area_Filevskij Park,sub_area_Teplyj Stan,sub_area_Kuncevo,sub_area_Pechatniki,0.0,0.0,0,1, 
timestamp_2012-04-14,,,,,,,,,,,,,sub_area_Begovoe,sub_area_Zjuzino,sub_area_Hamovniki,sub_area_Kotlovka,sub_area_Timirjazevskoe,0.0,0.0,0,1, 
timestamp_2012-04-16,,,,,,,,,,,,,sub_area_Severnoe,sub_area_Sokol'niki,railroad_1line_yes,sub_area_Levoberezhnoe,ecology_satisfactory,0.0,0.0,0,1, 
timestamp_2012-04-17,,,,,,,,,,,,,sub_area_Timirjazevskoe,sub_area_Metrogorodok,sub_area_Ostankinskoe,sub_area_Beskudnikovskoe,sub_area_Kuncevo,0.0,0.0,0,1, 
timestamp_2012-04-18,,,,,,,,,,,,,sub_area_Donskoe,sub_area_Pokrovskoe Streshnevo,sub_area_Veshnjaki,sub_area_Horoshevo-Mnevniki,sub_area_Birjulevo Vostochnoe,0.0,0.0,0,1, 
timestamp_2012-04-19,,,,,,,,,,,,,sub_area_Orehovo-Borisovo Juzhnoe,sub_area_Krylatskoe,big_market_raion_yes,sub_area_Ljublino,sub_area_Juzhnoportovoe,0.0,0.0,0,1, 
timestamp_2012-04-20,,,,,,,,,,,,,sub_area_Zjablikovo,sub_area_Birjulevo Zapadnoe,sub_area_Juzhnoe Butovo,sub_area_Horoshevskoe,build_count_after_1995,0.0,0.0,0,1, 
timestamp_2012-04-21,,,,,,,,,,,,,sub_area_Meshhanskoe,sub_area_Lianozovo,sub_area_Zjablikovo,sub_area_Levoberezhnoe,sub_area_Fili Davydkovo,0.0,0.0,0,1, 
timestamp_2012-04-23,,,,,,,,,,,,,sub_area_Lomonosovskoe,sub_area_Teplyj Stan,sub_area_Rjazanskij,sub_area_Kosino-Uhtomskoe,sub_area_Izmajlovo,0.0,0.0,0,1, 
timestamp_2012-04-24,,,,,,,,,,,,,sub_area_Chertanovo Central'noe,sub_area_Jaroslavskoe,sub_area_Juzhnoportovoe,sub_area_Vostochnoe Izmajlovo,sub_area_Nagatino-Sadovniki,0.0,0.0,0,1, 
timestamp_2012-04-25,,,,,,,,,,,,,sub_area_Gol'janovo,sub_area_Silino,sub_area_Kotlovka,sub_area_Novo-Peredelkino,mosque_count_500,0.0,0.0,0,1, 
timestamp_2012-04-26,,,,,,,,,,,,,mosque_count_500,sub_area_Timirjazevskoe,sub_area_Beskudnikovskoe,sub_area_Danilovskoe,sub_area_Novogireevo,0.0,0.0,0,1, 
timestamp_2012-04-27,,,,,,,,,,,,,sub_area_Marfino,sub_area_Babushkinskoe,sub_area_Sviblovo,sub_area_Donskoe,sub_area_Mar'ino,0.0,0.0,0,1, 
timestamp_2012-04-28,,,,,,,,,,,,,sub_area_Sviblovo,sub_area_Severnoe,sub_area_Silino,mosque_count_500,sub_area_Rjazanskij,0.0,0.0,0,1, 
timestamp_2012-04-30,,,,,,,,,,,,,sub_area_Perovo,oil_chemistry_raion_yes,sub_area_Chertanovo Central'noe,sub_area_Ivanovskoe,sub_area_Orehovo-Borisovo Severnoe,0.0,0.0,0,1, 
timestamp_2012-05-02,,,,,,,,,,,,,sub_area_Lefortovo,sub_area_Otradnoe,sub_area_Krylatskoe,sub_area_Donskoe,sub_area_Fili Davydkovo,0.0,0.0,0,1, 
timestamp_2012-05-03,,,,,,,,,,,,,sub_area_Mozhajskoe,sub_area_Sokol,sub_area_Zjablikovo,sub_area_Severnoe Butovo,sub_area_Golovinskoe,0.0,0.0,0,1, 
timestamp_2012-05-04,,,,,,,,,,,,,sub_area_Babushkinskoe,sub_area_Troparevo-Nikulino,sub_area_Sviblovo,sub_area_Kotlovka,sub_area_Kuncevo,0.0,0.0,0,1, 
timestamp_2012-05-05,,,,,,,,,,,,,sub_area_Butyrskoe,sub_area_Mar'ina Roshha,sub_area_Novo-Peredelkino,sub_area_Nagatino-Sadovniki,build_count_1921-1945,0.0,0.0,0,1, 
timestamp_2012-05-06,,,,,,,,,,,,,sub_area_Akademicheskoe,sub_area_Severnoe Tushino,sub_area_Bogorodskoe,male_f,16_29_male,0.0,0.0,0,1, 
timestamp_2012-05-07,,,,,,,,,,,,,sub_area_Begovoe,sub_area_Lianozovo,sub_area_Severnoe Butovo,sub_area_Perovo,oil_chemistry_raion_yes,0.0,0.0,0,1, 
timestamp_2012-05-10,,,,,,,,,,,,,sub_area_Teplyj Stan,sub_area_Juzhnoe Tushino,price_doc,sub_area_Lefortovo,sub_area_Vojkovskoe,0.0,0.0,0,1, 
timestamp_2012-05-11,,,,,,,,,,,,,sub_area_Sokol'niki,sub_area_Gagarinskoe,sub_area_Juzhnoportovoe,sub_area_Timirjazevskoe,sub_area_Mozhajskoe,0.0,0.0,0,1, 
timestamp_2012-05-12,,,,,,,,,,,,,sub_area_Altuf'evskoe,sub_area_Jakimanka,sub_area_Mar'ina Roshha,sub_area_Vostochnoe Degunino,sub_area_Zjablikovo,0.0,0.0,0,1, 
timestamp_2012-05-14,,,,,,,,,,,,,sub_area_Savelki,sub_area_Troparevo-Nikulino,sub_area_Severnoe Medvedkovo,sub_area_Akademicheskoe,sub_area_Gol'janovo,0.0,0.0,0,1, 
timestamp_2012-05-15,,,,,,,,,,,,,sub_area_Koptevo,sub_area_Gol'janovo,sub_area_Staroe Krjukovo,sub_area_Ajeroport,product_type_Investment,0.0,0.0,0,1, 
timestamp_2012-05-16,,,,,,,,,,,,,sub_area_Ramenki,sub_area_Gol'janovo,sub_area_Moskvorech'e-Saburovo,sub_area_Zjablikovo,sub_area_Levoberezhnoe,0.0,0.0,0,1, 
timestamp_2012-05-17,,,,,,,,,,,,,sub_area_Gagarinskoe,sub_area_Marfino,sub_area_Moskvorech'e-Saburovo,sub_area_Krylatskoe,sub_area_Lefortovo,0.0,0.0,0,1, 
timestamp_2012-05-18,,,,,,,,,,,,,sub_area_Meshhanskoe,sub_area_Basmannoe,sub_area_Lomonosovskoe,build_count_before_1920,sub_area_Brateevo,0.0,0.0,0,1, 
timestamp_2012-05-19,,,,,,,,,,,,,sub_area_Gagarinskoe,sub_area_Meshhanskoe,sub_area_Birjulevo Zapadnoe,sub_area_Mar'ina Roshha,sub_area_Presnenskoe,0.0,0.0,0,1, 
timestamp_2012-05-21,,,,,,,,,,,,,sub_area_Zjablikovo,sub_area_Pechatniki,sub_area_Vostochnoe Degunino,mosque_count_1000,sub_area_Brateevo,0.0,0.0,0,1, 
timestamp_2012-05-22,,,,,,,,,,,,,sub_area_Nagatino-Sadovniki,sub_area_Zamoskvorech'e,sub_area_Krjukovo,sub_area_Juzhnoe Medvedkovo,sub_area_Preobrazhenskoe,0.0,0.0,0,1, 
timestamp_2012-05-23,,,,,,,,,,,,,sub_area_Vojkovskoe,sub_area_Filevskij Park,sub_area_Timirjazevskoe,market_count_2000,sub_area_Juzhnoe Tushino,0.0,0.0,0,1, 
timestamp_2012-05-24,,,,,,,,,,,,,sub_area_Troparevo-Nikulino,sub_area_Rjazanskij,sub_area_Obruchevskoe,sub_area_Ochakovo-Matveevskoe,sub_area_Tekstil'shhiki,0.0,0.0,0,1, 
timestamp_2012-05-25,,,,,,,,,,,,,sub_area_Marfino,sub_area_Otradnoe,sub_area_Solncevo,sub_area_Troparevo-Nikulino,sub_area_Kotlovka,0.0,0.0,0,1, 
timestamp_2012-05-26,,,,,,,,,,,,,sub_area_Sokolinaja Gora,sub_area_Begovoe,sub_area_Staroe Krjukovo,sub_area_Meshhanskoe,sub_area_Moskvorech'e-Saburovo,0.0,0.0,0,1, 
timestamp_2012-05-28,,,,,,,,,,,,,sub_area_Lomonosovskoe,sub_area_Dorogomilovo,sub_area_Jasenevo,sub_area_Nizhegorodskoe,sub_area_Staroe Krjukovo,0.0,0.0,0,1, 
timestamp_2012-05-29,,,,,,,,,,,,,sub_area_Mar'ina Roshha,sub_area_Severnoe Medvedkovo,sub_area_Dmitrovskoe,sub_area_Mozhajskoe,sub_area_Koptevo,0.0,0.0,0,1, 
timestamp_2012-05-30,,,,,,,,,,,,,sub_area_Novokosino,sub_area_Metrogorodok,sub_area_Ostankinskoe,sub_area_Basmannoe,sub_area_Moskvorech'e-Saburovo,0.0,0.0,0,1, 
timestamp_2012-05-31,,,,,,,,,,,,,sub_area_Dorogomilovo,sub_area_Prospekt Vernadskogo,sub_area_Vostochnoe Degunino,sub_area_Lianozovo,office_sqm_1500,0.0,0.0,0,1, 
timestamp_2012-06-01,,,,,,,,,,,,,sub_area_Sokol,sub_area_Marfino,sub_area_Alekseevskoe,sub_area_Troparevo-Nikulino,sub_area_Donskoe,0.0,0.0,0,1, 
timestamp_2012-06-02,,,,,,,,,,,,,sub_area_Gagarinskoe,sub_area_Savelki,sub_area_Ajeroport,sub_area_Lianozovo,sub_area_Timirjazevskoe,0.0,0.0,0,1, 
timestamp_2012-06-04,,,,,,,,,,,,,sub_area_Teplyj Stan,sub_area_Nizhegorodskoe,sub_area_Alekseevskoe,radiation_raion_yes,sub_area_Zjablikovo,0.0,0.0,0,1, 
timestamp_2012-06-05,,,,,,,,,,,,,sub_area_Severnoe,sub_area_Jasenevo,sub_area_Ostankinskoe,sub_area_Mar'ina Roshha,sub_area_Horoshevskoe,0.0,0.0,0,1, 
timestamp_2012-06-06,,,,,,,,,,,,,sub_area_Juzhnoe Tushino,sub_area_Gagarinskoe,market_count_1500,market_count_1000,sub_area_Juzhnoportovoe,0.0,0.0,0,1, 
timestamp_2012-06-07,,,,,,,,,,,,,sub_area_Arbat,sub_area_Severnoe Izmajlovo,cafe_count_500_price_1000,sub_area_Sokol,sub_area_Jakimanka,0.0,0.0,0,1, 
timestamp_2012-06-08,,,,,,,,,,,,,sub_area_Kapotnja,sub_area_Novogireevo,sub_area_Jaroslavskoe,sub_area_Juzhnoportovoe,healthcare_centers_raion,0.0,0.0,0,1, 
timestamp_2012-06-09,,,,,,,,,,,,,sub_area_Kurkino,sub_area_Krasnosel'skoe,sub_area_Losinoostrovskoe,sub_area_Savelovskoe,sub_area_Savelki,0.0,0.0,0,1, 
timestamp_2012-06-11,,,,,,,,,,,,,sub_area_Babushkinskoe,sub_area_Dmitrovskoe,sub_area_Chertanovo Severnoe,sub_area_Juzhnoe Butovo,build_count_after_1995,0.0,0.0,0,1, 
timestamp_2012-06-13,,,,,,,,,,,,,sub_area_Orehovo-Borisovo Severnoe,sub_area_Nizhegorodskoe,sub_area_Kotlovka,sub_area_Juzhnoe Tushino,sub_area_Losinoostrovskoe,0.0,0.0,0,1, 
timestamp_2012-06-14,,,,,,,,,,,,,sub_area_Begovoe,sub_area_Kurkino,sub_area_Vyhino-Zhulebino,sub_area_Jakimanka,sub_area_Basmannoe,0.0,0.0,0,1, 
timestamp_2012-06-15,,,,,,,,,,,,,sub_area_Shhukino,nuclear_reactor_raion_yes,sub_area_Severnoe,sub_area_Akademicheskoe,sub_area_Ostankinskoe,0.0,0.0,0,1, 
timestamp_2012-06-16,,,,,,,,,,,,,sub_area_Butyrskoe,sub_area_Donskoe,sub_area_Juzhnoe Medvedkovo,sub_area_Kuz'minki,sub_area_Kon'kovo,0.0,0.0,0,1, 
timestamp_2012-06-17,,,,,,,,,,,,,sub_area_Ochakovo-Matveevskoe,sub_area_Mar'ino,0_6_male,0_6_all,children_preschool,0.0,0.0,0,1, 
timestamp_2012-06-18,,,,,,,,,,,,,sub_area_Dorogomilovo,sub_area_Gagarinskoe,trc_sqm_1500,sub_area_Otradnoe,trc_sqm_1000,0.0,0.0,0,1, 
timestamp_2012-06-19,,,,,,,,,,,,,sub_area_Kurkino,sub_area_Severnoe Izmajlovo,sub_area_Rjazanskij,sub_area_Obruchevskoe,sub_area_Zjuzino,0.0,0.0,0,1, 
timestamp_2012-06-20,,,,,,,,,,,,,sub_area_Ljublino,sub_area_Zjablikovo,sub_area_Sviblovo,ecology_poor,sub_area_Shhukino,0.0,0.0,0,1, 
timestamp_2012-06-21,,,,,,,,,,,,,sub_area_Staroe Krjukovo,sub_area_Meshhanskoe,sub_area_Jaroslavskoe,sub_area_Poselenie Pervomajskoe,sub_area_Krjukovo,0.0,0.0,0,1, 
timestamp_2012-06-22,,,,,,,,,,,,,sub_area_Krasnosel'skoe,sub_area_Nizhegorodskoe,sub_area_Otradnoe,sub_area_Birjulevo Zapadnoe,sub_area_Lefortovo,0.0,0.0,0,1, 
timestamp_2012-06-23,,,,,,,,,,,,,sub_area_Troparevo-Nikulino,sub_area_Danilovskoe,sub_area_Severnoe Tushino,sub_area_Gol'janovo,sub_area_Izmajlovo,0.0,0.0,0,1, 
timestamp_2012-06-25,,,,,,,,,,,,,sub_area_Jakimanka,sub_area_Zjablikovo,sport_count_2000,trc_count_5000,trc_sqm_5000,0.0,0.0,0,1, 
timestamp_2012-06-26,,,,,,,,,,,,,sub_area_Sokol'niki,sub_area_Cheremushki,sub_area_Hamovniki,sub_area_Butyrskoe,healthcare_centers_raion,0.0,0.0,0,1, 
timestamp_2012-06-27,,,,,,,,,,,,,sub_area_Hovrino,sub_area_Chertanovo Juzhnoe,sub_area_Krylatskoe,0_6_male,0_13_male,0.0,0.0,0,1, 
timestamp_2012-06-28,,,,,,,,,,,,,sub_area_Troparevo-Nikulino,sub_area_Kuz'minki,sub_area_Moskvorech'e-Saburovo,school_education_centers_top_20_raion,sub_area_Vostochnoe Degunino,0.0,0.0,0,1, 
timestamp_2012-06-29,,,,,,,,,,,,,sub_area_Preobrazhenskoe,sub_area_Juzhnoe Tushino,sub_area_Hovrino,sub_area_Obruchevskoe,sub_area_Danilovskoe,0.0,0.0,0,1, 
timestamp_2012-06-30,,,,,,,,,,,,,sub_area_Dmitrovskoe,sub_area_Losinoostrovskoe,sub_area_Pechatniki,sub_area_Horoshevo-Mnevniki,sub_area_Vyhino-Zhulebino,0.0,0.0,0,1, 
timestamp_2012-07-02,,,,,,,,,,,,,sub_area_Vostochnoe Degunino,sub_area_Lomonosovskoe,mosque_count_500,sub_area_Taganskoe,sub_area_Obruchevskoe,0.0,0.0,0,1, 
timestamp_2012-07-03,,,,,,,,,,,,,sub_area_Kuncevo,sub_area_Savelki,nuclear_reactor_raion_yes,sub_area_Juzhnoe Medvedkovo,sub_area_Shhukino,0.0,0.0,0,1, 
timestamp_2012-07-04,,,,,,,,,,,,,sub_area_Zamoskvorech'e,sub_area_Birjulevo Zapadnoe,sub_area_Lefortovo,sub_area_Babushkinskoe,sub_area_Donskoe,0.0,0.0,0,1, 
timestamp_2012-07-05,,,,,,,,,,,,,sub_area_Ostankinskoe,sub_area_Moskvorech'e-Saburovo,sub_area_Novo-Peredelkino,mosque_count_500,sub_area_Nagatino-Sadovniki,0.0,0.0,0,1, 
timestamp_2012-07-06,,,,,,,,,,,,,full_sq,sub_area_Severnoe Tushino,sub_area_Jakimanka,sub_area_Strogino,big_road1_1line_yes,0.0,0.0,0,1, 
timestamp_2012-07-07,,,,,,,,,,,,,sub_area_Nizhegorodskoe,sub_area_Losinoostrovskoe,sub_area_Chertanovo Central'noe,sub_area_Zjuzino,sub_area_Nagornoe,0.0,0.0,0,1, 
timestamp_2012-07-09,,,,,,,,,,,,,sub_area_Ajeroport,sub_area_Fili Davydkovo,sub_area_Vostochnoe Izmajlovo,sub_area_Hovrino,sub_area_Koptevo,0.0,0.0,0,1, 
timestamp_2012-07-10,,,,,,,,,,,,,sub_area_Kurkino,sub_area_Gol'janovo,sub_area_Mar'ina Roshha,sub_area_Lianozovo,sub_area_Preobrazhenskoe,0.0,0.0,0,1, 
timestamp_2012-07-11,,,,,,,,,,,,,sub_area_Teplyj Stan,sub_area_Severnoe Medvedkovo,sub_area_Akademicheskoe,sub_area_Kuz'minki,sub_area_Bibirevo,0.0,0.0,0,1, 
timestamp_2012-07-12,,,,,,,,,,,,,sub_area_Severnoe,sub_area_Nizhegorodskoe,sub_area_Izmajlovo,sub_area_Moskvorech'e-Saburovo,sub_area_Silino,0.0,0.0,0,1, 
timestamp_2012-07-13,,,,,,,,,,,,,sub_area_Poselenie Mosrentgen,sub_area_Severnoe Izmajlovo,sub_area_Altuf'evskoe,sub_area_Lefortovo,sub_area_Juzhnoportovoe,0.0,0.0,0,1, 
timestamp_2012-07-14,,,,,,,,,,,,,sub_area_Severnoe Tushino,sub_area_Krylatskoe,sub_area_Donskoe,sub_area_Kotlovka,sub_area_Timirjazevskoe,0.0,0.0,0,1, 
timestamp_2012-07-16,,,,,,,,,,,,,sub_area_Savelki,sub_area_Birjulevo Zapadnoe,sub_area_Vostochnoe Degunino,sub_area_Troparevo-Nikulino,sub_area_Levoberezhnoe,0.0,0.0,0,1, 
timestamp_2012-07-17,,,,,,,,,,,,,sub_area_Novogireevo,sub_area_Izmajlovo,sub_area_Basmannoe,sub_area_Levoberezhnoe,mosque_count_500,0.0,0.0,0,1, 
timestamp_2012-07-18,,,,,,,,,,,,,sub_area_Metrogorodok,sub_area_Bogorodskoe,sub_area_Savelovskoe,sub_area_Juzhnoportovoe,sub_area_Poselenie Pervomajskoe,0.0,0.0,0,1, 
timestamp_2012-07-19,,,,,,,,,,,,,sub_area_Staroe Krjukovo,prom_part_5000,sub_area_Lianozovo,sub_area_Donskoe,market_count_500,0.0,0.0,0,1, 
timestamp_2012-07-20,,,,,,,,,,,,,sub_area_Metrogorodok,sub_area_Kosino-Uhtomskoe,sub_area_Rostokino,sub_area_Savelovskoe,sub_area_Zapadnoe Degunino,0.0,0.0,0,1, 
timestamp_2012-07-21,,,,,,,,,,,,,sub_area_Beskudnikovskoe,sub_area_Ochakovo-Matveevskoe,sub_area_Meshhanskoe,office_count_500,sub_area_Birjulevo Zapadnoe,0.0,0.0,0,1, 
timestamp_2012-07-23,,,,,,,,,,,,,sub_area_Krasnosel'skoe,sub_area_Novogireevo,sub_area_Begovoe,leisure_count_500,sub_area_Sokol,0.0,0.0,0,1, 
timestamp_2012-07-24,,,,,,,,,,,,,sub_area_Caricyno,sub_area_Pechatniki,sub_area_Begovoe,prom_part_5000,product_type_Investment,0.0,0.0,0,1, 
timestamp_2012-07-25,,,,,,,,,,,,,sub_area_Begovoe,sub_area_Silino,sub_area_Juzhnoportovoe,sub_area_Krjukovo,sub_area_Dmitrovskoe,0.0,0.0,0,1, 
timestamp_2012-07-26,,,,,,,,,,,,,sub_area_Zamoskvorech'e,sub_area_Zjuzino,sub_area_Gagarinskoe,sub_area_Jakimanka,university_top_20_raion,0.0,0.0,0,1, 
timestamp_2012-07-27,,,,,,,,,,,,,sub_area_Severnoe Tushino,sub_area_Alekseevskoe,ecology_satisfactory,sub_area_Sviblovo,sub_area_Donskoe,0.0,0.0,0,1, 
timestamp_2012-07-28,,,,,,,,,,,,,sub_area_Ajeroport,sub_area_Golovinskoe,build_count_foam,sub_area_Horoshevo-Mnevniki,sub_area_Juzhnoe Butovo,0.0,0.0,0,1, 
timestamp_2012-07-30,,,,,,,,,,,,,sub_area_Perovo,oil_chemistry_raion_yes,sub_area_Izmajlovo,sub_area_Ajeroport,sub_area_Lianozovo,0.0,0.0,0,1, 
timestamp_2012-07-31,,,,,,,,,,,,,sub_area_Danilovskoe,trc_count_3000,trc_sqm_3000,trc_sqm_5000,trc_sqm_1500,0.0,0.0,0,1, 
timestamp_2012-08-01,,,,,,,,,,,,,sub_area_Krylatskoe,sub_area_Kosino-Uhtomskoe,sub_area_Gol'janovo,sub_area_Poselenie Shherbinka,big_road1_1line_yes,0.0,0.0,0,1, 
timestamp_2012-08-02,,,,,,,,,,,,,sub_area_Zjablikovo,mosque_count_500,sub_area_Cheremushki,sub_area_Obruchevskoe,sub_area_Chertanovo Severnoe,0.0,0.0,0,1, 
timestamp_2012-08-03,,,,,,,,,,,,,sub_area_Jakimanka,sub_area_Juzhnoe Tushino,sub_area_Losinoostrovskoe,sub_area_Rjazanskij,sub_area_Sokolinaja Gora,0.0,0.0,0,1, 
timestamp_2012-08-04,,,,,,,,,,,,,sub_area_Shhukino,sub_area_Obruchevskoe,sub_area_Ochakovo-Matveevskoe,ecology_satisfactory,mosque_count_1000,0.0,0.0,0,1, 
timestamp_2012-08-06,,,,,,,,,,,,,sub_area_Izmajlovo,sub_area_Ostankinskoe,sub_area_Severnoe Izmajlovo,sub_area_Danilovskoe,sub_area_Orehovo-Borisovo Juzhnoe,0.0,0.0,0,1, 
timestamp_2012-08-07,,,,,,,,,,,,,sub_area_Severnoe,sub_area_Ljublino,sub_area_Basmannoe,sub_area_Butyrskoe,sub_area_Savelki,0.0,0.0,0,1, 
timestamp_2012-08-08,,,,,,,,,,,,,sub_area_Staroe Krjukovo,sub_area_Basmannoe,sub_area_Lefortovo,sub_area_Lianozovo,sub_area_Poselenie Pervomajskoe,0.0,0.0,0,1, 
timestamp_2012-08-09,,,,,,,,,,,,,sub_area_Sviblovo,sub_area_Donskoe,sub_area_Lomonosovskoe,sub_area_Vostochnoe Izmajlovo,sub_area_Bibirevo,0.0,0.0,0,1, 
timestamp_2012-08-10,,,,,,,,,,,,,sub_area_Severnoe Butovo,sub_area_Chertanovo Severnoe,office_sqm_500,sub_area_Babushkinskoe,sub_area_Ajeroport,0.0,0.0,0,1, 
timestamp_2012-08-11,,,,,,,,,,,,,sub_area_Kapotnja,sub_area_Butyrskoe,sub_area_Ivanovskoe,oil_chemistry_raion_yes,sub_area_Zapadnoe Degunino,0.0,0.0,0,1, 
timestamp_2012-08-13,,,,,,,,,,,,,sub_area_Jaroslavskoe,sub_area_Teplyj Stan,sub_area_Bibirevo,sub_area_Chertanovo Juzhnoe,shopping_centers_raion,0.0,0.0,0,1, 
timestamp_2012-08-14,,,,,,,,,,,,,sub_area_Krylatskoe,sub_area_Juzhnoportovoe,sub_area_Donskoe,sub_area_Severnoe Izmajlovo,sub_area_Bibirevo,0.0,0.0,0,1, 
timestamp_2012-08-15,,,,,,,,,,,,,sub_area_Novokosino,sub_area_Fili Davydkovo,sub_area_Severnoe Izmajlovo,sub_area_Pokrovskoe Streshnevo,sub_area_Teplyj Stan,0.0,0.0,0,1, 
timestamp_2012-08-16,,,,,,,,,,,,,sub_area_Ajeroport,sub_area_Prospekt Vernadskogo,sub_area_Troparevo-Nikulino,sub_area_Shhukino,sub_area_Beskudnikovskoe,0.0,0.0,0,1, 
timestamp_2012-08-17,,,,,,,,,,,,,sub_area_Butyrskoe,sub_area_Jaroslavskoe,sub_area_Novogireevo,sub_area_Jasenevo,sub_area_Izmajlovo,0.0,0.0,0,1, 
timestamp_2012-08-18,,,,,,,,,,,,,sub_area_Prospekt Vernadskogo,sub_area_Severnoe Izmajlovo,sub_area_Novogireevo,sub_area_Orehovo-Borisovo Juzhnoe,sub_area_Poselenie Voskresenskoe,0.0,0.0,0,1, 
timestamp_2012-08-20,,,,,,,,,,,,,sub_area_Troparevo-Nikulino,sub_area_Sokol'niki,sub_area_Basmannoe,sub_area_Jaroslavskoe,sub_area_Rjazanskij,0.0,0.0,0,1, 
timestamp_2012-08-21,,,,,,,,,,,,,sub_area_Matushkino,sub_area_Mar'ina Roshha,sub_area_Babushkinskoe,sub_area_Poselenie Pervomajskoe,sub_area_Vostochnoe Izmajlovo,0.0,0.0,0,1, 
timestamp_2012-08-22,,,,,,,,,,,,,build_count_foam,sub_area_Horoshevo-Mnevniki,sub_area_Zapadnoe Degunino,build_count_frame,build_count_block,0.0,0.0,0,1, 
timestamp_2012-08-23,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,water_km,big_market_raion_yes,area_m,product_type_OwnerOccupier,0.0,0.0,0,1, 
timestamp_2012-08-24,,,,,,,,,,,,,sub_area_Poselenie Voskresenskoe,sub_area_Staroe Krjukovo,sub_area_Butyrskoe,big_road2_km,railroad_station_avto_min,0.0,0.0,0,1, 
timestamp_2012-08-25,,,,,,,,,,,,,sub_area_Novokosino,sub_area_Preobrazhenskoe,sub_area_Pokrovskoe Streshnevo,sub_area_Beskudnikovskoe,sub_area_Poselenie Voskresenskoe,0.0,0.0,0,1, 
timestamp_2012-08-27,,,,,,,,,,,,,sub_area_Zjablikovo,sub_area_Fili Davydkovo,sub_area_Shhukino,sub_area_Taganskoe,sub_area_Losinoostrovskoe,0.0,0.0,0,1, 
timestamp_2012-08-28,,,,,,,,,,,,,sub_area_Rostokino,sub_area_Poselenie Pervomajskoe,area_m,railroad_station_avto_km,railroad_station_walk_min,0.0,0.0,0,1, 
timestamp_2012-08-29,,,,,,,,,,,,,sub_area_Begovoe,sub_area_Jaroslavskoe,sub_area_Ajeroport,sub_area_Akademicheskoe,sub_area_Ochakovo-Matveevskoe,0.0,0.0,0,1, 
timestamp_2012-08-30,,,,,,,,,,,,,sub_area_Hamovniki,sub_area_Poselenie Moskovskij,sub_area_Lomonosovskoe,ecology_no data,sub_area_Beskudnikovskoe,0.0,0.0,0,1, 
timestamp_2012-08-31,,,,,,,,,,,,,sub_area_Poselenie Marushkinskoe,sub_area_Mar'ina Roshha,sub_area_Zamoskvorech'e,sub_area_Sokol,sub_area_Moskvorech'e-Saburovo,0.0,0.0,0,1, 
timestamp_2012-09-01,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,big_market_raion_yes,ecology_no data,area_m,sub_area_Krjukovo,0.0,0.0,0,1, 
timestamp_2012-09-03,,,,,,,,,,,,,sub_area_Poselenie Voskresenskoe,sub_area_Ochakovo-Matveevskoe,sub_area_Nizhegorodskoe,big_road1_km,sub_area_Staroe Krjukovo,0.0,0.0,0,1, 
timestamp_2012-09-04,,,,,,,,,,,,,sub_area_Poselenie Voskresenskoe,sub_area_Altuf'evskoe,sub_area_Mar'ina Roshha,sub_area_Vostochnoe Degunino,sub_area_Jaroslavskoe,0.0,0.0,0,1, 
